clean_content,Aspek,Sentimen
peguna baruu mau coba dulu bagus apa engga soal nya liat di komentarnya pada kurang bagus jadi saya kasih bintang satu dulu nanti kalau emang bagus di tambahin lagi bintang nya saya udah donlod aplikasi nya sangatt membantu saya sukaaa terimakasih yaa semoga makin berkembang dengan makin baguss,Kualitas,Positif
pihak tokopedia tolong dong kurir anteraja di blacklist dri progam gratis ongkirnya saya banyak kendala setiap kali mau check out selalu saya batalkan karna kurir tersebut tidak rekomen bangett superrr lama estimasi terahirr baru smpai dan itupun 8hariaan kadang lbih sampe komplen sana sini dlu dan yang buat saya jadi males bnget sudah order pas mau chek out pilihan gratis ongkirnya banyak banget otomtisnya ke si anteraja kalau kurir sicepat oke mohon di pertimbangkaan pihak tokopedia,Pelayanan,Positif
parah pakai ongkir sama gratis ongkir sama aja malah kadang yang gratis ongkir cepet sampenya,Harga,Negatif
tokopedia ini bagus hanya 1 bagi saya kemdalany yaitu update status pengirimannya agak lambat nunggu hari berikutnya baru status shipping nya terupdate mohon pihak tokopedia untuk percepat update status pengiriman nya jadi saat kita lacak paket nya udah tau udah sampe mana paket nya,Pelayanan,Positif
segala promo yang diberikan tidak mudah dipahami promo sudah digunakan tiba2 batal sepihak uninstall aja sudah,Harga,Positif
tokopedia lagi eror atau gimana kok dari kemarin nyoba download tidak bisa bisa padahal lagi pengen coba belanja tokopedia tapi malah tidak bisa ke instal penyimpanan hp saya juga masih longgar wifi lancar tapi nyampe 92 93 selalu berhenti kayak gamau diterusin download nya kenapa ya mohon segera di perbaiki ya min,Pelayanan,Positif
aplikasi belanja yang bagus dan mudah di gunakan tambah banyakin promo nya ya min biar lebih semangat lagi belanja nya,Kualitas,Positif
ubah ke bintang 4 ah soalnya sekarang promo gratis ongkirnya minimal pembelian 20ribuu tidak asik balikin kaya dulu dong platform sebelah belanja rp 0 udah gratis ongkir loh,Harga,Netral
pembatalan pembelian susah beli pakai instan karena mau segera dipakai eh sampai lewat 1 hari tidak juga direspon penjual pas pengajuan pembatalan eh menunggu persetujuan penjual lah terus disini hak konsumen bagaimana akhirnya beli barang dimaksud ditoko lain karena mau segera digunakan payah,Pelayanan,Netral
enam tambah enam sama dengan dua belas pantes lama pengiriman saya emang grgr even ya jadi ikut ikutan even pengiriman saya bwahahahaha lucu jadi 12 hari coyyyy gileee emang boleh tbtb di tambahin batalin aja bisa tidak pesanan saya,Pelayanan,Negatif
saya sebagai pelapak tokopedia setiap saya akan melakukan penarikan saldo hasil berjualan selalu di tahan sampai saat ini sudah yang ke 4x nya saya bukti semua lengkap dan saya sudah menghubungi tokopedia care tetapi dari kemarin saya menunggu sampai saat ini tidak ada kejelasan sama sekali saya sebagai pelapak di tokopedia merasa sangat di rugikan dengan hal seperti ini,Pelayanan,Negatif
tolong pengiriman kalian di benerin ke area kalimantan banyak toko yang tidak bs di checkout padahal toko lainnya bisa itu bug atau gimana padahal alamatnya sama tolong di benerin kalah kalian sama toko oren yang bs cover sampai di ujung indonesia,Pelayanan,Negatif
sekarang pembayaran melalui alfamart dan indomaret kok kaga bisa kenapa jangn di peribet kan ada juga orang yang males pakai gopay,Kualitas,Netral
bukannya improvment malah makin aneh skrng promo cashback sama diskon ngilang semua,Harga,Netral
sekedar menyampaikan keluhan ke tokopedia pesanan saya dari tgl 4 sampai tgl 9 kok yo belum nyampai keterangan masih dalam pengiriman memang waktu estimasi belum lewat tapi kok yo lambat banget belanja di warung sebelah lo paling lambat 3 4 hari sudah nyampai,Pelayanan,Positif
tokopedia makin pelit ngasi voucher diskon tapi gabisa pakai gratis ongkir sama aja boong padahal dulu tidak ky gitu,Harga,Negatif
tolong lah tokopediacare jangan menampilkan artis korea atau bts sebab itu yang hanya di sukai sama cewe dan juga kami islam tidak mengidolakan sama kpop karna mereka makan babi dan minum minuman yang tidak di sukai oleh orang islam paling yang suka orang kristen doang kami orang islam tolong lah hargai orang islam ingat kpop pernah bikin perempuan menjadi gila sampai rela jual ortu buat liat konser kpop pliss lah ngertiin kami yang islam yang mau bewan sini anj gwe bane tiktok lo mau gwe bantai,Pelayanan,Netral
saya dapat hadia dri tokopedia tapi kenapa saya kok eq bisa di ambil hadia ny udah 2 hari saya bel tokopedia ny eq bisa d bel ni tokopedia apa toko tumpur masak dapat hadia eq bisa di ambil bikin malu j tokopedia burung gereja,Pelayanan,Netral
terlalu banyak rincian dan biaya biaya tambahan tak terduga sama aja tidak gratis ongkir nya kalau banyak biaya biaya tambahan gitu,Harga,Netral
sebagai pemilik saham goto saya kecewa dengan tokopedia promo vocher di gunakan untuk pembelian lalu tiba2 transaksi di batalkan sekarang gini ya 1 rumah diisi 4 orang punya hp masing masing download apk tokopedia tapi hanya bisa menggunakan 1 vocher aneh lebih baik kita uninstall tokopedia buat apa punya masing2 uninstall dan jual saham goto,Pelayanan,Positif
kebijakan sekarang banyak yang kurang pas min kembalikan promo seperti dulu cashback bisa di gabung dulu gratis ongkir bisa gabung dg cashback lain sekarang cenderung pelit,Harga,Netral
kecewa banget katanya ada promo gratis tapi pass order di batalkan otomatis sangat tidak menyenangkan untuk pengguna baru,Harga,Negatif
aku suka aplikasi ini karena aku suka belanja dan aplikasi ini juga bisa di pakai belanja online yuk instal aplikasi ini,Kualitas,Netral
update terbaru yang menambahkan pembayaran via jenius pay cukup bagus tetapi kurang efektif di pencarian nya lama buat search item butuh waktu lama bahkan 3 5 mnit pdahal koneksi bagus,Kualitas,Positif
nyesel beli kelas prakerja skill academy bayar lewat tokopedia dari tanggal 1 sampai tanggal 8 belum bisa d ulas d dashboard karna sertifikat nya lama banget tidak kaya bukalapak sore selesai kelas besok udah bisa d ulas,Pelayanan,Negatif
tolong utk pihak tokopedia bisa manusiawi sedikit saya sering melihat para ojol membawa bubble wrap gulungan besar sampai 2 bahkan pernah 3 roll bahkan pernah melihat ada yang jatuh karena kena angin dijalan kasihan mereka mohon sekira nya pihak tokopedia bisa meng kondisi kan masalah ini terima kasih,Pelayanan,Positif
sekarang banyak bug gbisa liat ulasan gbisa kirim fto sedang di donload tapi gabisa ujung2nya ad masalah drumah tokopedia tlong dperbaiki lagi,Kualitas,Positif
oke belanja disini paylater nya sangat membantu masukan aja tolong tambahin fitur scan gambar kamera foto biar lebih mudah pencarian barang trimakasih,Kualitas,Positif
seneng bnget blanja pakai tokopedia selama blanja belum ada kecewa sama brang yng dibeli plihan kurirnya jga bnyak jadi entng diongkir mna dpet cashback tiap blanja semoga penjual di tokopedia makin bnyak biar lbih bnyak pilihan nya sukses terus tokopedia,Pelayanan,Negatif
saya emang pengguna baru tapi baru kali ini pemesanan saya d batalkan sepihak tanpa seller chat dulu ke saya d karenakan biaya ongkir tidak sesuai padahal saya memilih opsi biaya ongkir yang sudah tertera d aplikasi sblm chek out,Pelayanan,Negatif
mengapa setingkat tokopedia masalah claim barang hilang harus belarut2 penyelesaiannya saya sangat kecewa uang saya sudah 1 bulan blm kembali dengan nominal tidak sedikit costumer care slalu mengulang2 trus jawaban parahhh sekelas tokopedia claim barang hilang tidak ada kejelasan penyelesaian nya,Pelayanan,Negatif
pengguna baru checkout promo rp 100 rupiah malah dibatalin sistem tujuan dibuat promo itu apaa,Harga,Netral
buat tokopedia tolonglah kenapa saya transaksi pulsa listrik pakai ovo diskon pengguna baru kenapa saldo ovo saya di kembali kan lagi dan terus saya ngulang lagi transaksi pulsa listrik kenapa nggak bisa di pakai kode diskon pengguna baru nya udah ada 3 vocher diskon terbuang begitu saja buat tokopedia tolong kembali kan vocher diskon nya saya gemes sama tokopedia sampe pengen banting nenek saya,Pelayanan,Netral
maap yah bintang 1 nyesal sharing ke teman kos karena trnyta tidak boleh pakai promo yang sama kl alamat sama jadi salah 1 harus ngalah hapus aplikasi saya ngalah deh bye ijo,Kualitas,Negatif
estimasi ongkir tolong dipermudah saat mau check out dan saat merubah kuantiti produk,Harga,Positif
terimakasih tokopedia sudah menjadi tempat pelatihan prakerja saya dengan mengikutin pelatihan prakerja di tokopedia saya jadi lebih paham tentang mengolah adonan untuk membuat kue pembelajaran nya sangat jelas dan mudah di mengerti,Pelayanan,Positif
kalau bisa tidak usah kasih bintang buat aplikasi 1 ini baru tahu setelah ada proses refund tnyta merugikan pembeli padahal yang salah penjualnya proses refund kudu qt yang byr ongkir nya ke seller sudah gitu refund uangnya dtunggu 14hr kerja dan harus pakai print out segala tidak worth it aplikasi ini malah membuat pembeli kabur n memanjakn penjual yang sembrono dan culas tidak usah pakai aplikasi ini masih banyak yang lain yang lebih simpel proses refund nya,Pelayanan,Netral
min mau nanya kok setiap menu pembayarannya kosong terus jadi aku detele dan instal lagi mohon penjelasannya min terimakasih,Kualitas,Positif
barang yang saya cari ada tapi sayang setelah mau cek up barang tidak bisa cod setelah di telusuri cari barang yang cod minim tidak sesuai ke inginan tolong lebih di perbayak lagi sistem cod y walau sedikit mahal buat pengiriman y tidak pp yang penting barang yang di cari ad,Pelayanan,Negatif
iya sih banyak promo gratis ongkir nya tapi sayang main cancel aja orderan padahal udah bayar bukan sistem cod lain kali tolong diperbaiki sistem aplikasi nya,Kualitas,Positif
kok saya tidak bisa ganti no telepon saat akan verifikasi tulisannya selalu server bermasalah mungkin antara koneksi saya yang jelek atau aplikasinya terdapat bug,Kualitas,Negatif
katanya pembelian pertama diskon 0 rupiah tapi saya juga pengguna pertama tapi nggak dapet,Harga,Netral
sangat kecewa aplikasinya hanya kah php orderan saya d cancel padahal saya coba numpang alamat saudara saya tetapi knapa d batalin otomatis em tokopedia klw blh masukan klw mau promosi jg piih saya sangat kecewa sama aplikasinya,Kualitas,Positif
update ulasan males pakai tokopedia sekarang apalagi yang gratis ongkir dapetnya kurir yang super lemot masih 1 propinsi hampur seminggu belum jg nyampe ulasan usulan yang dl jg tidak ada respon mohon ditambahkan fitur pencarian barang berdasarkan lokasi provinsi sehingga lbh luas tanpa harus memasukkan kota satu2,Pelayanan,Positif
mana ada uang gratis 50jt lagi d kondisi seperti ini ujung2nya suruh transfer dl baru dapat uang padahal bohong belaka coba uang 50jt d kirim dl tanpa pajak embel yang lain baru daya percaya,Harga,Negatif
ada gratisannya sih buat pengguna baru tapi nominalnya tidak lebih dari 25ribu dan kalau dipesan ongkirnya bakalan lebih mahal apalagi kita tinggalnya di pelosok tidak rekomendasi banget deh aplikasi ini tadi coba lagi mau pesan barang melalui tokopedia yang muncul tetap promo gartis buat pengguna baru coba cek tetap aja sama kayak dulu ongkirnya kebih gede dari harga barang harga barang hanya 25ribu ongkirnya mencapai 50ribuan makanya masih mikir2 buat pesan barang di tokopedia ini,Pelayanan,Positif
udah bosen belanja belanja tokopedia dari harga sudah mahal gratis ongkir dan casback tidak bisa jadi satu kalau tidak mampu out aja dari indonesia,Harga,Positif
yok sama2 kit uninstal tidak jelas banget masa vocer diskon dan casback tidak bisa di gabung in,Harga,Netral
aplikasi belanjanya si bagus mewah banyak vocer dan segala macem tapi satu hal yang kga saya suka barang yang sudah di pesen terus pembatalan otomatis dan juga sudah konfirmasi antara dua pihak dan pengembalian uangnya ini agak lama banget 14 hari kenapa kga sekalian sebulannya pencairannya,Kualitas,Positif
pengguna pertama dapat voucher luar biasa harga lebih bersaing dari olshop lainnya,Harga,Netral
kecewa sekali karena pembayaran menggunakan voucher potongan harga dibatalkan secara otomatis oleh sistem komplain ke cs katanya ada kesamaan data transaksi dari 3 orang nomor hp berbeda yang sangat asing bagi saya padahal selama 5 bulan terakhir tidak pernah belanja apalagi menggunakan voucher akun metode pembayaran pun tidak digunakan untuk pembayaran transaksi orang lain sistem yang terlalu ketat malah merugikan konsumen tidak tergiur lagi dengan iming iming voucher bakalan jarang belanja,Pelayanan,Negatif
makin lama makin menjengkelkan 4 kali belanja 4 kali dibatalkan penjual alasan habislah salah datalah perubahan hargalah yang dipajang tidak sesuai dengan keadaannya lantas apa yang bisa tokopedia buat betul betul capek belanja di tokopedia bolak balik transaksi bolak balik menunggu lama,Pelayanan,Negatif
saya kasih 5 bintang dan saya mau nanya kepada bapak ibu pemimpin tokopedia buat pilihan keuangan saya sudah ajukan pinjaman instan tapi kenapa saya di tolak ya padahal saya sudah isi data 2 diri saya dan ktp saya mohon di bantu terima kasih,Pelayanan,Positif
promo nya nipu pakai voucher biar murah terus nanti otomatis dibatalkan oleh sistem kek buat rame2 doang,Harga,Positif
kenapa transaksi saya langsung di batalkan oleh sistem kalau memang melanggar ketentuan promo kan bisa dari awal jangan di lanjutkan ke proses pembayaran,Harga,Netral
kesel gua di tuduh manipulasi promo saya baru aja download pas check out tidak ada kendala pas dibayar dibatalkan otomatis oleh sistem karna manipulasi hey anda bagaimana cara saya memanipulasi padahal baru download padahal ini murni kesalahan tokopedia tolong sediakan sistem cod supaya kita yang sudah bayar tidak terlalu rugi kalau dibatalin otomatis mungkin biaya admin keliatan remeh dan kecil tolong lah cari uang yang halal dan biasa aja mana mau komplen susah,Pelayanan,Negatif
mengecewakan sekali kenapa voucher cashback tidak bisa di pakai bersamaan dg gratis ongkir,Harga,Negatif
sekarang mau checkout msti bayar ini itu biaya app lah sgala macem jadi makin sulit mau belanja ditambah promo makin peliiiit tetangga tidak gini2 amat,Harga,Netral
ya saya merasa puas dengan pelayanan nya dengan adanya spbu di daerah saya tasikmalaya yang sekarang sudah ada spbu yang deket di daerah rumah saya yang dekat sekitar 3 kl dari rumah saya pokoknya pertamina sangat membantu sekali,Pelayanan,Positif
udah lama nga pakai tokopedia sekalinya pakai lagi di kecewain udah 3 kali mau beli di batalkan sepihak karena melanggar t c nga jelas banget supah,Kualitas,Negatif
aplikasi olshop yang sangat membagongkan sudah toup up gopay tapi belanja apapun tak bisa di pakai sangat sangat merugikan beda dengan si orange mantap jiwa ini mah tidak ada apa2 nya yuk mending kita tinggalin ajh ne ijo tidak guna jagn ketipu 1 ribuan tapi hilang ratusan ya ampun mendung tidak usah bikin aplikasi,Kualitas,Positif
kadang produk nya tidak sesuai pesanan kadang sesuai tolong lah kalau komplen bisa di tukar ini mah apa saja cuek anggapan nya tidak sah banyak penipuan di aplikasi ini kenapa kau biarkan saja gitu loh maksudnya apa ini aplikasi nya,Pelayanan,Negatif
terima kasih toko pedia sudah menyedikan asesoris computer dari kelas kere kere kere hore hore hore kadang saya membedakan harga dari toko online sebelah lazada jadi id lumayan beda beda tipis buat ongkos kirim semoga toko pedia lancar jaya,Pelayanan,Positif
ribet ongkir terlalu mahal dan cod gx bisa tuk tiap produk beda dengan yang warna nya biru cod gampang ongkir gx mahal dan voucher tuk pengguna baru d batalkan otomatis oleh aplikasi nya payah,Kualitas,Netral
beli barang 2 hari jawaban pelapak sudah di proses tinggal tunggu update resi tapi di cancel tidak mau status masih proses alesan ini itu kasih bintang satu aja kta pelapak kan aneh saya tnya cs tokopedia tidak bisa cancel juga saya di rugiin pembelian bermasalah ma pelapak berubah status di kirim tapi resi tidak bisa d cek terima barang jelek dan lama makin payah aja ini,Pelayanan,Negatif
tiba2 akun tidak bisa menggunakan promo tanpa alasan yang jelas padahal saya menggunakan akun sewajarnya,Harga,Negatif
aplikasinya jelek tapi boonk aplikasinya bagus,Kualitas,Positif
dari bintang 5 pindah ke bintang 1 biaya layan 1 rb biaya aplikasi 2 rb jadi setiap belanja harus nambah 3 rb dari harga barang,Kualitas,Netral
wow bru pertama belanja udah ada gratis ongkir tingkatkan trrus gratis ongkirnya biar tambah cutomernya,Harga,Netral
gajelas promo yang disediakan abal abal hati hati guys ditambah banyak biaya tambahan,Harga,Netral
gan tab info terkait transaksi yang sedang berlangsung kok malah jsi ribet bagusan sbelum update simple eaay to use,Kualitas,Positif
terlalu kecewa sekarang sekarang cashback dan gratis ongkir tidak bisa digunakan secara bersamaan saya kasi bintang 5 jika sudah bisa digabung,Harga,Negatif
tolong kerjasama dengan ekspedisi yang murah karena yang ada mahal setelah ada kenaikan ini pasti berimbas pada omset tokopedia kalau tk dilaksanakan,Harga,Positif
karna saya dapat gratis ongkir dari telur yang dipecahkan saya dapat gratis 1 sachet kopi robusta tidak perlu bayar tapi ya tidak dikonfirmasi oleh penjual sama sekali mungkin karena saya gratis ongkir tidak perlu bayar sama sekali uang jadi gitu jadi malas pakai tokopedia mending balik lagi ke toko oren aja tidak profesional nama toko online nya arutala online co mohon perhatian nya terimakasih,Pelayanan,Positif
jasa pengiriman nya payah yaitu si cepat express barang sudah sampai estimasi belum juga terima dan untuk toko pedia nih katanya barang belum melebihi estimasi padahal estimasinya sudah jatuh tempo tapi diperpanjang,Pelayanan,Positif
bagus banget tokopedia murah banget belanja di sini banyak diskonnya dan yang terima kasih banget sudah jadiin bts ba nya,Harga,Positif
buruk pelayannya tokopediacare hanya merugikan konsumen saja transaksi cicilan dengan kredivo di batalkan tapi asuransi pengiriman tetap ditanggung oleh pembeli akibatnya dana yang dibalikkan di potong sama assuransi sehingga masih ada sisa tagihan yang harus di bayar oleh kita gilanya lagi di kredivo bunga cicilannya juga tetap harus dibayar padahal transaksi dibatalkan barang tidak dapat tetap harus bayar bunga cicilan dan administrasi yang 3 sampai 4 bayangkan saja kalau transaksi kita 5jt,Pelayanan,Negatif
kok makin aneh aja ya peraturan nya masa iya voucher cashback tidak bisa dipke di produk yang lagi promo mana ongkir bayar pula jadinya beli di si orange deh hp nya tapi masi mending sih gakbs dipke dari awal daripada kaya dulu cb 5 dari 5jt nya tidak dapet setelah transaksi selesai kan nyesek,Harga,Netral
jasa pengirimnnya luama banget bener2 ngeselin sudah estimasi jatuh tanggal eh tiba2 ada laporan kalau penerima tidak ada dirumah padahal udah nungguin standby dan parahnya lagi tempo nya di perpajang sudah pelayanan buruk sekali habis pesanan selesai auto uninstal lah,Pelayanan,Negatif
aneh pakai voucher potongan 20k pas di cek mahal ongkirnya nambah 20k buat apa kasih voucher kalau dipake ongkirnya naik juga,Harga,Netral
sangatlah berguna tapi kalau bisa bikin semua orang orang senang saya suka sekali dan juga pembayaran kalau ongkir sih bagus sih semoga aplikasinya bisa makin berkembang dan bisa bikin orang lain juga senang apakah mbak ada fitur terbaru atau malahan diskon lagi cuman mau ngomong gini aplikasi ada character imut namanya siapa ya dan juga gratis ongkir nya setelah bermutu saya punya pertanyaan apakah karakter imut itu lebih jadi hebat dan juga jangan lupa apakah ada ada ongkir lain,Kualitas,Positif
kalau mau beli barang dengan pembayaran cod itu minimal harganya harus berapa si min,Harga,Netral
penipuan embel2 pengguna baru tapi stlh cekout make promo digagalin terus sama sistem payah,Harga,Negatif
bagus terimakasih ya mama aku dapat hadiah gratis dari tokopedia jadi aku ikut juga download,Harga,Positif
tokopedia care harap sediakan telpo call centre perusahaan sebesar ini tidak punya layanan call center layanan chat tokopedia care tidak menjawab dalam bentuk solusi karena balasan chat hanya typing komputer kurang dari 1 bulan sudah 4 komplain pengiriman yang melebihi estimasi waktu hari maksimal dan kalau telpon dan diangkat menutup telponnya juga seenaknya sendiri sebelum pembicaraan selesai,Pelayanan,Negatif
penipu saya pakai diskon 30 ribu dan berhasil pas udah dibayar barang dibatalkan otomatis secara sepihak dengan alasan promo sudah dipakai padahal baru pertama kali belanja di tokopedia,Harga,Netral
tempat belanja online yang paling aku benci yang pernah aku download penipu menggunakan otp masih banyak berkeliaran tokopedia bukannya cek diban akun tokonya hanya diawasi selama beberapa hari setelah itu toko tersebut aktif kembali cacat aplikasi ini jual terpercaya kah ini yang dibilang orang penipu masih berkeliaran aplika bodoh yang buat aja lalai tidak peduli dengan yang dialami orang pembeli,Pelayanan,Negatif
pelayanan tokopedia sangat tidak memuaskan saat retur barang buat yang lain saya hanya ngasih saran lebih baik jangan belnja di tokopedia sudah buat retur barang nya itu sulit klw benjla lebih baik mendingan di soppy atau lazada klw kita mau tetur barang iti tidak di persulit,Pelayanan,Positif
kenapa ya apk nya saat sudah order saat dialat pembayaran nya mau dompet tokopedia tapi tidak bisa sumpah kecewa berattttt akhirnya mau tidak mau harus ikuti bayarnya dmn ntar di indomaret atau di alfamart tolong dong perbaiki lagi apk nya saya aslinya suka dengan apk nya akan tetapi jika masih begini saya jg jadi mls donlwoad tidak donlwoad buang duit yang di dompet tokopedia tktnya hanguss kecewaaa,Kualitas,Positif
tolong ditransaksi disertai bukti foto penerimanya biar kaya shopee jadi kalau barang diketerangan sudah sampai tujuan tapi belum diterima oleh yang bersangkutan bisa dicek diriwayat transaksi ngga perlu cari nomer kurir,Pelayanan,Netral
tiba tiba transaksi dibatalkan oleh sistem kagak jelas padahal saya sudah pakek kupon gratis ongkir gara gara dibatalin kupon saya angus taekk emang,Harga,Netral
saran untuk promo yang memang tidak sesuai s k untuk pengguna lebih baik tidak diberikan saja karena terkadang saya beli tanpa melihat s k promo terlebih dahulu dan tiba tiba dibatalkan sistem dan untuk penarikan dana kembali cukup memakan waktu,Harga,Positif
bad banget lain kali gausah ngadain promo kalau ujung nya pesenan dibatalin sama pihak lo sendiri,Harga,Netral
semenjak magang sama gopey kok jadi pelit ni tokopedia promo cashback receh tidak kaya sebelumnya,Harga,Netral
sistem sangat buruk pesanan dibatalkan sendiri padahal sudah membayar pengembaliannya juga tidak penuh seharusnya sebelum mengeluarkan kode pembayaran ada pengecekan s k s k juga tidak jelas buruk dan curang sekali,Pelayanan,Negatif
terimakasih banyak untuk pengguna baru ada gratis produk barang dan gratis ongkir tingkatkan terus ya promo nya,Harga,Positif
kirain bakal dapat cashback100 pas sudah bayar malah dibatalkan otomatis padahal saya tidak melanggar s k apapun mana bayar pihak alfamart 2000 alfa jauh dari rumah jalan pegel dibalikin hanya ceban mengecewakan,Harga,Negatif
aplikasi yang menjanjikan gratis pengguna baru tapi pas check out dibatalkan pihak tokopedia padahal baru download aplikasi dan no hp juga baru,Kualitas,Positif
saya sangat2 kecewa dengan tokopedia saya sbg pembeli merasa rugi waktu dan uang sudah 2 kali tokopedia memiliki kerjasama dengan pengiriman yang tidak profesional pertama saya pkai jne next day dengan byar ongkir 2x lipat tapi ujung2nya brang tiba lewat dari estimasi ke2 pkai sicepat next day dengan tujuan brang cpt sampai tapi malah smpai detik ini brang tak kunjung dtg saya komplain minta pengembalian dana sulit sekali tidakda kerjasama yang baik dengan penjual dan kurir acuh tak acuh,Pelayanan,Positif
tokopedia sekarang payah komplen tidak ada solusi jelas tentang pesanan saya sudah melewati estimasi mulai sekarang males order di toko pedia lagi lebih baik di toko sebelah sllu tepat waktu pengirimannya sekarang terjadi lagi masalah pengiriman paket pertama yang pickup si cepat trus di lempar ke kurir anter aja sekarang kejdian kemarin lusa terulang lagi pesanan saya jelas terlambat entah sampe kapan pesanan saya sampe kurir rekomendasi dari toko pedia makin tidak jelas sama sekali,Pelayanan,Positif
saya sudah lama langganan tokopedia bahkan tiap hari saya belanja buat dagangan saya tapi sekarang casback makin tidak ada awalnya pecah telur hilang trus sekarang casback jrg banget mirip lapak sebelah lama2 bnyak orang pindah gra2 casback semakin jarang,Pelayanan,Negatif
pertama kali pakai tokopedia beli tenda byr tfr bca pnjual ok cpt tapi yang kirim super parah 3 har mash proses jkrt estimasi 8 hari apa tidak sekalian 1 tahun aj bos biar jamuran kalau toko sebelah estimasi 4 hari besok sudah sampi paling lambat 3 hari kirim dari jkt k sby tapi jarang 3 hari jadi tidak rekomended tokopedia buat belanja kurirnya blm kompeten walau gratis ongkir toko sebelah super cpet bosss maaf kalau tidak enak ulasanya y kk semua tapi itu nyata loh bkn dbuat dan pengalaman hari ini super kecewa sampai harus beli tenda lgs k plaz,Pelayanan,Positif
halaman pembayaran tidak muncul cuman loading lama terus balik ke halaman checkout udah gitu gratis ongkir tidak bisa sama cashback sekaligus,Kualitas,Negatif
untuk pihak developer ini gimana masa saya mau login ke akun saya tidak bisa padahal sandi tokopedia nya benar tetep salah udah pencet lupa sandi tetep tidak bisa masuk gimana si tidak jelas banget gua uninstall juga ni aplikasi oiya gua mau login karena hp abis direset jadi apk nya ke hapus giliran mau masuk malah tidak bisa,Kualitas,Netral
penanganan pengajuan complainnya lama dan butuh waktu berhari2 tidak seperti toko sebelah cepat hanya beberapa hari aja selesai dana pun cepat kembali pihaknya pun mau menelpon segera tidak seperti tokopedia tidak ada yang menghubungi dan investigasinya kelamaaan kecewa,Pelayanan,Positif
tidak jelas banget sih ini aplikasi harusnya saya dapat gopay coins tapi kata csnya ada manipulasi karna kesamaan identitas emang tidak boleh 1 keluarga punya aplikasi toko pedia harus 1 keluarga 1 akunkah males banget belanja di toko pedia pelayanannya sangat mengecewakan,Pelayanan,Negatif
setelah d update pembayaran menggunakan ovo cash tidak tersedia yang ada hanya menggunakan gopay dan d arahkan mengaktifkan gopay,Kualitas,Negatif
buka tokopedia lewat link tidak langsung membuka aplikasi dan melihatkan produknya malah hanya green screennya tokopedia abistu balik ke layar awal,Kualitas,Negatif
saya sebelumnya adalah user tokopedia selama beberapa tahun sampai dapat member gold dan 4 x transaksi lagi bs member platinum tapi karena saya ditolak ketika pengurusan agar bisa cicilan kredit saya langsung pilih mundur dari aplikasi ini terimakasih tokopedia,Pelayanan,Positif
sangat tidak profesional dalam menyelesaikan masalah komplain yang diajukan pembeli dan admin tokopedia lebih memihak kepada penjual saat melakukan penyelesaian masalah komplain panya yang mo di rubah memang kenyataan seperti itu,Pelayanan,Negatif
saya punya banyak pengalaman salah satu nya buat kapal tapi kapal kayu ya bukan kapal besi dan juga menyelam di laut ya untuk cari kehidupan la,Kualitas,Negatif
berani lapor ke pusat resolusi kalau terjadi permasalahan saat pengiriman barang tidak sampai diretur yang disebabkan oleh pihak jasa kirim akan beresiko dana tidak dikembalikan penuh dengan alasan gratis ongkir hangus dan sudah terjadi proses pengiriman aneeehh bukan pelaku yang dituntut malah korban yang diperas,Pelayanan,Negatif
aplikasi tokopedia semakin bagus semakin kesini aplikasi berbelanja andalan buat kebutuhan pribadi dan keluarga seller ramah dan baik serta jamainan barang ori dan berkualitas mantap pokoknya tokopedia 100 cinta indonesia,Pelayanan,Positif
pantesan kurang laku beli kopi hitam aja ongkir nya 55rb gilaaaaaaaaa kaget saya,Harga,Netral
mohon di perbaiki setiap pesen di batalkan oleh sistem otomatis dan kenapa akun saya dibekukan tidak bisa pakai promo voucher padahal tidak ada pelanggaran dan hanya belanja seperti biasa,Harga,Positif
saya uninstal karena storage full habis saya install ulang mau login akun dikirim kode verifikasi sudah saya masukin 3x kodenya dengan sangat benar tapi auto detect sistem aplikasi bilangnya salah watefak,Kualitas,Netral
ayoo semuaanyaa kitaa kasih rating bintang 1 applikasii ini sudah pelitt ongkirnya tidak ngotak sampe setengah harga barang yang kita beli,Harga,Netral
semenjak ada fitur kategori ke ganti otomatis saya sebagai seller sering di rugikan karena nama brg sudah benar tapi kategori ke ganti dari sistem tokopedia otomatis biaya admin nya juga berbeda sebaik nya fitur itu di hapus saja,Pelayanan,Positif
sekalinya dapat promo cukup bayar 5rb sudah termasuk ongkir dan harga barang hehehhe mantaaappp,Harga,Netral
kok tokopedia makin lama main ngak ok ya nomor kustomer di hide nomor driver di hide gimana mau call driver nya tanya di mana nya makin banyak aturan juga,Kualitas,Positif
coba tokopedia kurangi dong ongkirnya biar bisa kami jangkau khusus di indonesia bagian timur kami pelanggan,Harga,Positif
tidak kaya dulu pokonya lebih ribet mau beli pulsa aja tidak bisa duit nyangkut di tokopedia tidak bisa diambil dikarenakan nmr tidak aktif udah tidak rekomend dehh,Kualitas,Positif
gara kobo ke sini tapi emang bagus sih min kalau bisa ongkir nya di murahin dikit lah,Harga,Positif
apaan si ini aplikasi zonk bnget bayar kredit card gagal sudah nunggu 4 hari ternyata dana nya dikembalikan ke dana tokopedia tanpa ada notif alah jadi kena bunga kan zonk parah galagi lagi make ini aplikasi,Kualitas,Negatif
bintang 4 dulu ya kalau barang sudah sampe kita kasih nilai lagi tokopedia mantaaaap 0rupiah hanya bayar ongkir saja,Harga,Netral
